,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Noise Power,Noise,Difference Temperature
5810,5811,L52990,L,301.3,311.0,1856,21.9,189,0,No Failure,4256.48,1396.48,9.699999999999989
5811,5812,L52991,L,301.3,311.1,1454,40.3,191,0,No Failure,6136.18,3276.18,9.800000000000011
5812,5813,L52992,L,301.4,311.1,1495,36.3,193,0,No Failure,5682.98,2822.98,9.700000000000045
5813,5814,L52993,L,301.2,311.0,1761,29.1,195,0,No Failure,5366.37,2506.37,9.800000000000011
5814,5815,M20674,M,301.3,311.0,1402,47.5,197,0,No Failure,6973.81,4113.81,9.699999999999989
5815,5816,L52995,L,301.2,311.0,1670,33.0,200,0,No Failure,5771.11,2911.11,9.800000000000011
5816,5817,L52996,L,301.3,311.0,1582,35.6,202,0,No Failure,5897.73,3037.73,9.699999999999989
5817,5818,L52997,L,301.3,311.0,1542,35.1,204,0,No Failure,5667.87,2807.87,9.699999999999989
5818,5819,L52998,L,301.3,311.0,1539,36.9,206,0,No Failure,5946.94,3086.94,9.699999999999989
5819,5820,L52999,L,301.3,311.0,1418,41.9,208,0,No Failure,6221.84,3361.84,9.699999999999989
5820,5821,L53000,L,301.3,311.1,1723,27.6,210,0,No Failure,4979.93,2119.93,9.800000000000011
5821,5822,L53001,L,301.3,311.1,1303,49.2,212,0,No Failure,6713.33,3853.33,9.800000000000011
5822,5823,M20682,M,301.3,311.0,1463,50.2,214,0,No Failure,7690.89,4830.89,9.699999999999989
5823,5824,L53003,L,301.2,311.0,1544,39.3,217,0,No Failure,6354.31,3494.31,9.800000000000011
5824,5825,L53004,L,301.2,311.0,1596,37.2,219,0,No Failure,6217.34,3357.34,9.800000000000011
5825,5826,L53005,L,301.3,311.1,1413,42.0,221,0,No Failure,6214.7,3354.7,9.800000000000011
5826,5827,M20686,M,301.3,311.1,1492,41.2,223,0,No Failure,6437.17,3577.17,9.800000000000011
5827,5828,L53007,L,301.3,311.1,1624,40.9,0,0,No Failure,6955.65,4095.65,9.800000000000011
5828,5829,L53008,L,301.3,311.1,1504,39.1,2,0,No Failure,6158.19,3298.19,9.800000000000011
5829,5830,M20689,M,301.2,311.1,1574,34.3,4,0,No Failure,5653.63,2793.63,9.900000000000034
5830,5831,M20690,M,301.3,311.2,1438,42.4,7,0,No Failure,6384.89,3524.89,9.899999999999977
5831,5832,L53011,L,301.3,311.3,1474,50.7,10,0,No Failure,7825.9,4965.9,10.0
5832,5833,L53012,L,301.3,311.2,1675,32.1,12,0,No Failure,5630.52,2770.52,9.899999999999977
5833,5834,L53013,L,301.3,311.2,1457,44.5,14,0,No Failure,6789.66,3929.66,9.899999999999977
5834,5835,L53014,L,301.3,311.3,1434,49.8,16,0,No Failure,7478.37,4618.37,10.0
5835,5836,L53015,L,301.3,311.2,1668,30.1,18,0,No Failure,5257.64,2397.64,9.899999999999977
5836,5837,L53016,L,301.2,311.1,1550,39.7,20,0,No Failure,6443.93,3583.93,9.900000000000034
5837,5838,M20697,M,301.3,311.1,1834,25.4,22,0,No Failure,4878.22,2018.22,9.800000000000011
5838,5839,M20698,M,301.4,311.2,1476,36.5,25,0,No Failure,5641.67,2781.67,9.800000000000011
5839,5840,M20699,M,301.4,311.2,1541,36.3,28,0,No Failure,5857.85,2997.85,9.800000000000011
5840,5841,M20700,M,301.3,311.1,1581,30.9,31,0,No Failure,5115.86,2255.86,9.800000000000011
5841,5842,M20701,M,301.3,311.1,1678,30.7,34,0,No Failure,5394.6,2534.6,9.800000000000011
5842,5843,L53022,L,301.4,311.2,1355,50.6,37,0,No Failure,7179.9,4319.9,9.800000000000011
5843,5844,L53023,L,301.5,311.2,1700,28.8,39,0,No Failure,5127.08,2267.08,9.699999999999989
5844,5845,L53024,L,301.4,311.1,1462,37.1,41,0,No Failure,5680.02,2820.02,9.700000000000045
5845,5846,M20705,M,301.4,311.2,1727,26.5,43,0,No Failure,4792.55,1932.55,9.800000000000011
5846,5847,L53026,L,301.4,311.3,1674,33.3,46,0,No Failure,5837.52,2977.52,9.900000000000034
5847,5848,L53027,L,301.4,311.3,1397,42.3,48,0,No Failure,6188.21,3328.21,9.900000000000034
5848,5849,L53028,L,301.4,311.3,2323,15.9,50,0,No Failure,3867.9,1007.9,9.900000000000034
5849,5850,M20709,M,301.4,311.2,1434,47.6,52,0,No Failure,7148.0,4288.0,9.800000000000011
5850,5851,L53030,L,301.3,311.1,1560,35.3,55,0,No Failure,5766.71,2906.71,9.800000000000011
5851,5852,L53031,L,301.2,311.0,1573,32.8,57,0,No Failure,5402.95,2542.95,9.800000000000011
5852,5853,H35266,H,301.2,310.9,1798,22.3,59,0,No Failure,4198.78,1338.78,9.699999999999989
5853,5854,L53033,L,301.2,311.0,1567,35.1,64,0,No Failure,5759.76,2899.76,9.800000000000011
5854,5855,L53034,L,301.2,310.9,1416,53.3,66,0,No Failure,7903.49,5043.49,9.699999999999989
5855,5856,M20715,M,301.2,310.9,1424,45.2,68,0,No Failure,6740.27,3880.27,9.699999999999989
5856,5857,H35270,H,301.2,310.9,1598,35.9,71,0,No Failure,6007.58,3147.58,9.699999999999989
5857,5858,L53037,L,301.3,310.9,1760,23.9,76,0,No Failure,4404.93,1544.93,9.599999999999966
5858,5859,L53038,L,301.3,311.0,1348,44.5,78,0,No Failure,6281.72,3421.72,9.699999999999989
5859,5860,L53039,L,301.3,311.0,1542,33.6,80,0,No Failure,5425.66,2565.66,9.699999999999989
5860,5861,L53040,L,301.3,310.9,1566,33.1,82,0,No Failure,5428.11,2568.11,9.599999999999966
5861,5862,L53041,L,301.3,311.0,1554,47.7,84,0,No Failure,7762.44,4902.44,9.699999999999989
5862,5863,L53042,L,301.4,311.0,1470,40.6,86,0,No Failure,6249.88,3389.88,9.600000000000023
5863,5864,M20723,M,301.4,311.1,1758,25.4,88,0,No Failure,4676.07,1816.07,9.700000000000045
5864,5865,M20724,M,301.4,311.0,1486,36.5,91,0,No Failure,5679.89,2819.89,9.600000000000023
5865,5866,M20725,M,301.5,311.1,1402,40.0,94,0,No Failure,5872.68,3012.68,9.600000000000023
5866,5867,L53046,L,301.5,311.1,1459,45.1,97,0,No Failure,6890.65,4030.65,9.600000000000023
5867,5868,L53047,L,301.5,311.0,1494,45.3,99,0,No Failure,7087.24,4227.24,9.5
5868,5869,L53048,L,301.5,311.1,1731,27.9,101,0,No Failure,5057.43,2197.43,9.600000000000023
5869,5870,L53049,L,301.5,311.1,2076,18.7,103,0,No Failure,4065.35,1205.35,9.600000000000023
5870,5871,L53050,L,301.5,311.1,2055,16.8,105,0,No Failure,3615.34,755.34,9.600000000000023
5871,5872,L53051,L,301.5,311.1,1469,49.5,107,0,No Failure,7614.75,4754.75,9.600000000000023
5872,5873,M20732,M,301.5,311.0,1504,42.6,109,0,No Failure,6709.44,3849.44,9.5
5873,5874,M20733,M,301.5,311.1,1396,43.5,112,0,No Failure,6359.21,3499.21,9.600000000000023
5874,5875,M20734,M,301.5,311.1,1660,33.8,115,0,No Failure,5875.62,3015.62,9.600000000000023
5875,5876,M20735,M,301.5,311.0,1577,39.7,118,0,No Failure,6556.18,3696.18,9.5
5876,5877,L53056,L,301.5,311.1,1426,52.1,121,0,No Failure,7780.11,4920.11,9.600000000000023
5877,5878,L53057,L,301.5,311.1,1458,41.4,123,0,No Failure,6321.01,3461.01,9.600000000000023
5878,5879,L53058,L,301.4,311.0,1533,45.8,125,0,No Failure,7352.52,4492.52,9.600000000000023
5879,5880,L53059,L,301.4,311.0,1701,28.4,127,0,No Failure,5058.84,2198.84,9.600000000000023
5880,5881,L53060,L,301.5,311.1,1434,49.6,129,0,No Failure,7448.34,4588.34,9.600000000000023
5881,5882,L53061,L,301.4,311.1,1952,22.7,131,0,No Failure,4640.17,1780.17,9.700000000000045
5882,5883,L53062,L,301.4,311.1,1469,36.9,133,0,No Failure,5676.45,2816.45,9.700000000000045
5883,5884,L53063,L,301.4,311.1,1800,26.0,135,0,No Failure,4900.88,2040.88,9.700000000000045
5884,5885,M20744,M,301.3,311.1,1438,43.0,137,0,No Failure,6475.24,3615.24,9.800000000000011
5885,5886,L53065,L,301.3,311.1,1647,28.2,140,0,No Failure,4863.75,2003.75,9.800000000000011
5886,5887,L53066,L,301.4,311.1,1494,41.9,142,0,No Failure,6555.31,3695.31,9.700000000000045
5887,5888,H35301,H,301.4,311.1,1445,41.4,144,0,No Failure,6264.65,3404.65,9.700000000000045
5888,5889,M20748,M,301.5,311.1,1507,38.6,149,0,No Failure,6091.57,3231.57,9.600000000000023
5889,5890,M20749,M,301.4,311.0,1234,55.8,152,0,No Failure,7210.71,4350.71,9.600000000000023
5890,5891,L53070,L,301.4,311.0,1634,32.6,155,0,No Failure,5578.25,2718.25,9.600000000000023
5891,5892,L53071,L,301.4,311.0,1334,53.3,157,0,No Failure,7445.8,4585.8,9.600000000000023
5892,5893,L53072,L,301.4,311.1,1472,44.5,159,0,No Failure,6859.56,3999.56,9.700000000000045
5893,5894,M20753,M,301.3,311.0,1410,52.7,161,0,No Failure,7781.41,4921.41,9.699999999999989
5894,5895,L53074,L,301.2,310.9,1597,37.9,164,0,No Failure,6338.3,3478.3,9.699999999999989
5895,5896,M20755,M,301.2,310.9,1460,46.7,166,0,No Failure,7140.0,4280.0,9.699999999999989
5896,5897,L53076,L,301.1,310.8,1274,55.7,169,0,No Failure,7431.1,4571.1,9.699999999999989
5897,5898,M20757,M,301.0,310.7,1517,40.2,171,0,No Failure,6386.17,3526.17,9.699999999999989
5898,5899,L53078,L,301.0,310.7,1300,57.2,174,0,No Failure,7786.96,4926.96,9.699999999999989
5899,5900,H35313,H,300.9,310.6,1686,27.7,176,0,No Failure,4890.64,2030.64,9.700000000000045
5900,5901,M20760,M,300.9,310.7,1485,41.0,181,0,No Failure,6375.86,3515.86,9.800000000000011
5901,5902,L53081,L,301.0,310.7,1464,45.8,184,0,No Failure,7021.59,4161.59,9.699999999999989
5902,5903,L53082,L,300.9,310.6,1598,35.4,186,0,No Failure,5923.91,3063.91,9.700000000000045
5903,5904,L53083,L,300.9,310.5,1894,21.9,188,0,No Failure,4343.63,1483.63,9.600000000000023
5904,5905,M20764,M,300.8,310.5,1330,59.0,190,0,No Failure,8217.36,5357.36,9.699999999999989
5905,5906,H35319,H,300.8,310.5,1582,31.1,193,0,No Failure,5152.23,2292.23,9.699999999999989
5906,5907,L53086,L,300.7,310.3,1533,35.6,198,0,No Failure,5715.06,2855.06,9.600000000000023
5907,5908,H35321,H,300.8,310.4,1419,46.4,200,0,No Failure,6894.92,4034.92,9.599999999999966
5908,5909,M20768,M,300.8,310.3,1526,36.3,205,0,No Failure,5800.83,2940.83,9.5
5909,5910,H35323,H,300.7,310.2,1364,65.3,208,1,Power Failure,9327.3,6467.3,9.5
5910,5911,M20770,M,300.8,310.3,1458,43.4,0,0,No Failure,6626.37,3766.37,9.5
5911,5912,M20771,M,300.8,310.4,1288,64.0,3,0,No Failure,8632.26,5772.26,9.599999999999966
5912,5913,M20772,M,300.7,310.3,1659,29.8,6,0,No Failure,5177.16,2317.16,9.600000000000023
5913,5914,H35327,H,300.7,310.2,1479,52.3,9,0,No Failure,8100.25,5240.25,9.5
5914,5915,L53094,L,300.7,310.3,1592,36.0,14,0,No Failure,6001.7,3141.7,9.600000000000023
5915,5916,M20775,M,300.6,310.2,1532,38.7,16,0,No Failure,6208.67,3348.67,9.599999999999966
5916,5917,L53096,L,300.6,310.2,1555,41.9,19,0,No Failure,6822.96,3962.96,9.599999999999966
5917,5918,L53097,L,300.6,310.2,1341,52.6,21,0,No Failure,7386.58,4526.58,9.599999999999966
5918,5919,L53098,L,300.6,310.1,1541,42.0,23,0,No Failure,6777.67,3917.67,9.5
5919,5920,L53099,L,300.6,310.3,1414,50.6,25,0,No Failure,7492.53,4632.53,9.699999999999989
5920,5921,L53100,L,300.5,310.2,1764,25.9,27,0,No Failure,4784.39,1924.39,9.699999999999989
5921,5922,L53101,L,300.5,310.3,1336,57.1,29,0,No Failure,7988.61,5128.61,9.800000000000011
5922,5923,L53102,L,300.5,310.3,1435,43.3,31,0,No Failure,6506.81,3646.81,9.800000000000011
5923,5924,M20783,M,300.4,310.3,1537,35.0,33,0,No Failure,5633.4,2773.4,9.900000000000034
5924,5925,L53104,L,300.3,310.2,1369,48.8,36,0,No Failure,6996.03,4136.03,9.899999999999977
5925,5926,M20785,M,300.2,310.1,1619,31.3,38,0,No Failure,5306.64,2446.64,9.900000000000034
5926,5927,L53106,L,300.2,310.1,1440,51.1,41,0,No Failure,7705.7,4845.7,9.900000000000034
5927,5928,L53107,L,300.2,310.1,1649,30.5,43,0,No Failure,5266.83,2406.83,9.900000000000034
5928,5929,M20788,M,300.2,310.1,1550,38.7,45,0,No Failure,6281.61,3421.61,9.900000000000034
5929,5930,L53109,L,300.3,310.2,1471,45.2,48,0,No Failure,6962.73,4102.73,9.899999999999977
5930,5931,L53110,L,300.3,310.3,1483,51.6,50,0,No Failure,8013.45,5153.45,10.0
5931,5932,L53111,L,300.3,310.4,1336,54.4,52,0,No Failure,7610.86,4750.86,10.099999999999966
5932,5933,L53112,L,300.5,310.5,1515,36.6,54,0,No Failure,5806.61,2946.61,10.0
5933,5934,L53113,L,300.5,310.5,1373,47.4,56,0,No Failure,6815.18,3955.18,10.0
5934,5935,H35348,H,300.6,310.5,1454,51.2,58,0,No Failure,7795.84,4935.84,9.899999999999977
5935,5936,L53115,L,300.5,310.5,1646,34.5,63,0,No Failure,5946.72,3086.72,10.0
5936,5937,M20796,M,300.5,310.4,1548,37.3,65,0,No Failure,6046.56,3186.56,9.899999999999977
5937,5938,M20797,M,300.6,310.5,1462,41.3,68,0,No Failure,6323.04,3463.04,9.899999999999977
5938,5939,L53118,L,300.5,310.4,1702,33.1,71,0,No Failure,5899.51,3039.51,9.899999999999977
5939,5940,L53119,L,300.5,310.5,1409,60.9,73,0,No Failure,8985.8,6125.8,10.0
5940,5941,M20800,M,300.6,310.6,1427,52.8,75,0,No Failure,7890.17,5030.17,10.0
5941,5942,L53121,L,300.6,310.7,1438,48.5,78,1,No Failure,7303.47,4443.47,10.099999999999966
5942,5943,L53122,L,300.7,310.7,1450,43.4,80,0,No Failure,6590.01,3730.01,10.0
5943,5944,L53123,L,300.7,310.7,1541,41.3,82,0,No Failure,6664.71,3804.71,10.0
5944,5945,M20804,M,300.7,310.6,1484,38.0,84,0,No Failure,5905.36,3045.36,9.900000000000034
5945,5946,M20805,M,300.8,310.8,1415,44.5,87,0,No Failure,6593.94,3733.94,10.0
5946,5947,L53126,L,300.7,310.8,1496,46.4,90,0,No Failure,7269.06,4409.06,10.100000000000023
5947,5948,M20807,M,300.7,310.8,1465,45.2,92,0,No Failure,6934.33,4074.33,10.100000000000023
5948,5949,L53128,L,300.7,310.8,2113,18.5,95,0,No Failure,4093.55,1233.55,10.100000000000023
5949,5950,M20809,M,300.7,310.8,1506,44.0,97,0,No Failure,6939.15,4079.15,10.100000000000023
5950,5951,L53130,L,300.7,310.8,1689,28.9,100,0,No Failure,5111.59,2251.59,10.100000000000023
5951,5952,L53131,L,300.7,310.9,1650,29.4,102,0,No Failure,5079.96,2219.96,10.199999999999989
5952,5953,L53132,L,300.7,310.8,1563,33.8,104,0,No Failure,5532.28,2672.28,10.100000000000023
5953,5954,M20813,M,300.7,310.9,1486,38.9,106,0,No Failure,6053.37,3193.37,10.199999999999989
5954,5955,L53134,L,300.8,310.9,1732,25.7,109,0,No Failure,4661.33,1801.33,10.099999999999966
5955,5956,L53135,L,300.7,310.8,1653,31.6,111,0,No Failure,5470.02,2610.02,10.100000000000023
5956,5957,L53136,L,300.7,310.9,1535,37.1,113,0,No Failure,5963.63,3103.63,10.199999999999989
5957,5958,L53137,L,300.7,310.9,1637,37.2,115,0,No Failure,6377.06,3517.06,10.199999999999989
5958,5959,L53138,L,300.6,310.8,1533,38.5,117,0,No Failure,6180.61,3320.61,10.199999999999989
5959,5960,L53139,L,300.6,310.8,1378,51.2,119,0,No Failure,7388.36,4528.36,10.199999999999989
5960,5961,L53140,L,300.5,310.7,1606,33.5,121,0,No Failure,5634.03,2774.03,10.199999999999989
5961,5962,L53141,L,300.3,310.7,1539,32.3,123,0,No Failure,5205.59,2345.59,10.399999999999977
5962,5963,L53142,L,300.5,310.8,1728,26.3,125,0,No Failure,4759.14,1899.14,10.300000000000011
5963,5964,H35377,H,300.4,310.7,1656,36.3,127,0,No Failure,6295.0,3435.0,10.300000000000011
5964,5965,H35378,H,300.5,310.8,1631,30.5,132,0,No Failure,5209.34,2349.34,10.300000000000011
5965,5966,H35379,H,300.5,310.9,1447,46.5,137,0,No Failure,7046.12,4186.12,10.399999999999977
5966,5967,L53146,L,300.4,310.8,1396,49.3,142,0,No Failure,7207.11,4347.11,10.400000000000034
5967,5968,L53147,L,300.4,310.8,1390,52.5,144,0,No Failure,7641.92,4781.92,10.400000000000034
5968,5969,L53148,L,300.4,310.8,1348,56.0,146,0,No Failure,7905.08,5045.08,10.400000000000034
5969,5970,M20829,M,300.4,310.8,1491,35.9,148,0,No Failure,5605.32,2745.32,10.400000000000034
5970,5971,L53150,L,300.4,310.8,1520,37.6,151,0,No Failure,5984.94,3124.94,10.400000000000034
5971,5972,L53151,L,300.5,310.8,1509,33.0,153,0,No Failure,5214.73,2354.73,10.300000000000011
5972,5973,L53152,L,300.5,310.8,1445,46.6,155,0,No Failure,7051.51,4191.51,10.300000000000011
5973,5974,L53153,L,300.5,310.8,1354,51.8,157,0,No Failure,7344.75,4484.75,10.300000000000011
5974,5975,L53154,L,300.5,310.7,1488,39.4,159,0,No Failure,6139.43,3279.43,10.199999999999989
5975,5976,H35389,H,300.5,310.7,1654,28.6,161,0,No Failure,4953.71,2093.71,10.199999999999989
5976,5977,H35390,H,300.5,310.6,1378,51.5,166,0,No Failure,7431.65,4571.65,10.100000000000023
5977,5978,L53157,L,300.6,310.7,1750,30.6,171,0,No Failure,5607.74,2747.74,10.099999999999966
5978,5979,L53158,L,300.5,310.6,1448,46.3,173,0,No Failure,7020.66,4160.66,10.100000000000023
5979,5980,H35393,H,300.6,310.7,1501,45.3,175,0,No Failure,7120.45,4260.45,10.099999999999966
5980,5981,M20840,M,300.6,310.7,1654,32.0,180,0,No Failure,5542.61,2682.61,10.099999999999966
5981,5982,M20841,M,300.7,310.7,1347,46.5,183,0,No Failure,6559.17,3699.17,10.0
5982,5983,L53162,L,300.7,310.8,1486,37.1,186,0,No Failure,5773.26,2913.26,10.100000000000023
5983,5984,H35397,H,300.8,310.8,1466,45.2,188,0,No Failure,6939.07,4079.07,10.0
5984,5985,H35398,H,300.7,310.8,1346,52.0,193,0,No Failure,7329.55,4469.55,10.100000000000023
5985,5986,L53165,L,300.7,310.7,1314,42.4,198,0,No Failure,5834.31,2974.31,10.0
5986,5987,L53166,L,300.6,310.7,1440,52.5,200,0,No Failure,7916.81,5056.81,10.099999999999966
5987,5988,L53167,L,300.7,310.8,1608,39.5,202,0,No Failure,6651.38,3791.38,10.100000000000023
5988,5989,H35402,H,300.7,310.8,1296,58.2,204,0,No Failure,7898.72,5038.72,10.100000000000023
5989,5990,L53169,L,300.7,310.7,1507,46.1,209,0,No Failure,7275.16,4415.16,10.0
5990,5991,M20850,M,300.7,310.7,1343,51.6,211,0,No Failure,7256.95,4396.95,10.0
5991,5992,L53171,L,300.7,310.7,1416,40.4,214,0,No Failure,5990.64,3130.64,10.0
5992,5993,L53172,L,300.7,310.6,1288,47.2,216,0,No Failure,6366.29,3506.29,9.900000000000034
5993,5994,M20853,M,300.7,310.6,1407,42.4,218,0,No Failure,6247.25,3387.25,9.900000000000034
5994,5995,L53174,L,300.6,310.4,1608,39.2,221,0,No Failure,6600.86,3740.86,9.799999999999955
5995,5996,L53175,L,300.6,310.3,1920,22.3,223,0,No Failure,4483.68,1623.68,9.699999999999989
5996,5997,M20856,M,300.5,310.2,1386,48.2,225,0,No Failure,6995.82,4135.82,9.699999999999989
5997,5998,M20857,M,300.5,310.2,1571,34.6,228,0,No Failure,5692.21,2832.21,9.699999999999989
5998,5999,M20858,M,300.4,310.2,1613,36.9,231,0,No Failure,6232.89,3372.89,9.800000000000011
5999,6000,M20859,M,300.4,310.2,1671,30.5,234,1,Tool Wear Failure,5337.09,2477.09,9.800000000000011
6000,6001,H35414,H,300.4,310.2,1431,43.2,0,0,No Failure,6473.69,3613.69,9.800000000000011
6001,6002,M20861,M,300.4,310.2,1380,47.3,5,0,No Failure,6835.48,3975.48,9.800000000000011
6002,6003,L53182,L,300.5,310.3,1683,31.5,8,0,No Failure,5551.67,2691.67,9.800000000000011
6003,6004,L53183,L,300.4,310.2,1529,36.2,10,0,No Failure,5796.22,2936.22,9.800000000000011
6004,6005,L53184,L,300.5,310.4,1761,26.5,12,0,No Failure,4886.9,2026.9,9.899999999999977
6005,6006,L53185,L,300.6,310.5,1570,38.3,14,0,No Failure,6296.9,3436.9,9.899999999999977
6006,6007,M20866,M,300.6,310.5,2156,18.0,16,0,No Failure,4063.96,1203.96,9.899999999999977
6007,6008,M20867,M,300.7,310.6,1349,54.5,19,0,No Failure,7699.05,4839.05,9.900000000000034
6008,6009,L53188,L,300.7,310.7,1431,39.3,22,0,No Failure,5889.26,3029.26,10.0
6009,6010,L53189,L,300.6,310.6,1931,22.0,24,0,No Failure,4448.7,1588.7,10.0
6010,6011,H35424,H,300.7,310.7,1428,43.4,26,0,No Failure,6490.03,3630.03,10.0
6011,6012,L53191,L,300.8,310.8,1564,36.2,31,0,No Failure,5928.9,3068.9,10.0
6012,6013,H35426,H,300.8,310.9,1425,44.0,33,0,No Failure,6565.93,3705.93,10.099999999999966
6013,6014,L53193,L,300.7,310.8,1597,30.5,38,0,No Failure,5100.74,2240.74,10.100000000000023
6014,6015,H35428,H,300.8,310.8,1618,32.8,40,0,No Failure,5557.52,2697.52,10.0
6015,6016,M20875,M,300.8,310.8,1520,38.0,45,0,No Failure,6048.61,3188.61,10.0
6016,6017,L53196,L,300.7,310.7,1425,45.3,48,0,No Failure,6759.92,3899.92,10.0
6017,6018,L53197,L,300.8,310.9,1398,38.2,50,0,No Failure,5592.41,2732.41,10.099999999999966
6018,6019,M20878,M,300.8,310.9,1557,31.6,52,0,No Failure,5152.34,2292.34,10.099999999999966
6019,6020,L53199,L,300.7,310.8,1519,43.9,55,0,No Failure,6983.14,4123.14,10.100000000000023
6020,6021,L53200,L,300.7,310.8,1619,34.9,57,0,No Failure,5916.99,3056.99,10.100000000000023
6021,6022,L53201,L,300.7,310.8,1814,21.4,59,0,No Failure,4065.18,1205.18,10.100000000000023
6022,6023,L53202,L,300.7,310.9,1521,39.4,61,0,No Failure,6275.58,3415.58,10.199999999999989
6023,6024,M20883,M,300.7,310.9,1369,51.2,63,0,No Failure,7340.1,4480.1,10.199999999999989
6024,6025,L53204,L,300.7,310.9,1356,65.3,66,1,Power Failure,9272.6,6412.6,10.199999999999989
6025,6026,L53205,L,300.7,311.0,1336,53.3,68,0,No Failure,7456.97,4596.97,10.300000000000011
6026,6027,L53206,L,300.7,311.0,1403,48.3,70,0,No Failure,7096.32,4236.32,10.300000000000011
6027,6028,M20887,M,300.7,311.0,1413,44.3,72,0,No Failure,6555.03,3695.03,10.300000000000011
6028,6029,L53208,L,300.6,310.9,1472,47.6,75,0,No Failure,7337.42,4477.42,10.299999999999955
6029,6030,M20889,M,300.7,310.8,1452,47.9,77,0,No Failure,7283.34,4423.34,10.100000000000023
6030,6031,L53210,L,300.6,310.7,1397,53.7,80,0,No Failure,7855.96,4995.96,10.099999999999966
6031,6032,L53211,L,300.6,310.7,1455,40.6,82,0,No Failure,6186.11,3326.11,10.099999999999966
6032,6033,L53212,L,300.7,310.8,1754,27.7,84,0,No Failure,5087.89,2227.89,10.100000000000023
6033,6034,L53213,L,300.6,310.9,1471,37.9,86,0,No Failure,5838.22,2978.22,10.299999999999955
6034,6035,M20894,M,300.6,310.8,1389,48.1,88,0,No Failure,6996.42,4136.42,10.199999999999989
6035,6036,M20895,M,300.6,310.9,1702,30.3,91,0,No Failure,5400.46,2540.46,10.299999999999955
6036,6037,M20896,M,300.6,311.0,1401,54.6,94,0,No Failure,8010.5,5150.5,10.399999999999977
6037,6038,L53217,L,300.7,311.1,1426,46.2,97,0,No Failure,6899.06,4039.06,10.400000000000034
6038,6039,L53218,L,300.7,311.0,1496,38.3,99,0,No Failure,6000.11,3140.11,10.300000000000011
6039,6040,L53219,L,300.6,310.9,1433,42.6,101,0,No Failure,6392.7,3532.7,10.299999999999955
6040,6041,M20900,M,300.7,311.1,1438,46.6,103,0,No Failure,7017.35,4157.35,10.400000000000034
6041,6042,M20901,M,300.7,311.0,1418,49.3,106,0,No Failure,7320.69,4460.69,10.300000000000011
6042,6043,M20902,M,300.8,311.0,1580,36.6,109,0,No Failure,6055.73,3195.73,10.199999999999989
6043,6044,M20903,M,300.7,310.9,1468,41.8,112,0,No Failure,6425.86,3565.86,10.199999999999989
6044,6045,M20904,M,300.8,310.9,1522,41.7,115,0,No Failure,6646.29,3786.29,10.099999999999966
6045,6046,L53225,L,300.8,310.9,1311,55.8,118,0,No Failure,7660.65,4800.65,10.099999999999966
6046,6047,L53226,L,300.9,311.0,1316,56.5,120,0,No Failure,7786.33,4926.33,10.100000000000023
6047,6048,H35461,H,300.9,311.0,1853,23.6,122,0,No Failure,4579.48,1719.48,10.100000000000023
6048,6049,M20908,M,300.9,311.0,1556,38.8,127,0,No Failure,6322.22,3462.22,10.100000000000023
6049,6050,M20909,M,300.9,311.0,1567,34.3,130,0,No Failure,5628.49,2768.49,10.100000000000023
6050,6051,M20910,M,300.9,311.1,1546,37.7,133,0,No Failure,6103.51,3243.51,10.200000000000045
6051,6052,L53231,L,300.9,311.0,1382,51.2,136,0,No Failure,7409.8,4549.8,10.100000000000023
6052,6053,L53232,L,300.9,311.0,2003,20.2,138,0,No Failure,4237.02,1377.02,10.100000000000023
6053,6054,L53233,L,300.8,310.9,1748,29.9,140,0,No Failure,5473.2,2613.2,10.099999999999966
6054,6055,H35468,H,300.7,310.8,1518,40.1,142,0,No Failure,6374.48,3514.48,10.100000000000023
6055,6056,L53235,L,300.7,310.8,1475,42.0,147,0,No Failure,6487.39,3627.39,10.100000000000023
