,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Noise Power,Noise,Difference Temperature,Rotation per torque,Torque per Rotation,Tool wear per Rotation,Tool wear per torque,Tool wear per power
6506,6507,H35920,H,301.0,310.1,1454,44.1,217,0,No Failure,6714.78,3854.78,4.550000000000011,32.97052154195011,0.03033012379642366,0.14924346629986246,4.920634920634921,0.03231676987183497
6507,6508,L53687,L,301.0,310.1,1558,32.6,0,0,No Failure,5318.8,2458.8,4.550000000000011,47.79141104294478,0.02092426187419769,0.0,0.0,0.0
6508,6509,H35922,H,301.0,310.1,1756,30.7,2,0,No Failure,5645.36,2785.36,4.550000000000011,57.19869706840391,0.017482915717539863,0.0011389521640091116,0.06514657980456026,0.0003542732438675302
6509,6510,L53689,L,301.1,310.1,1564,36.8,7,0,No Failure,6027.17,3167.17,4.5,42.5,0.023529411764705882,0.004475703324808184,0.19021739130434784,0.0011614074267027477
6510,6511,L53690,L,301.1,310.2,1455,55.3,9,0,No Failure,8425.91,5565.91,4.549999999999983,26.31103074141049,0.03800687285223368,0.006185567010309278,0.162748643761302,0.001068133887022292
6511,6512,M21371,M,301.2,310.1,2280,15.7,11,0,No Failure,3748.55,888.55,4.450000000000017,145.22292993630575,0.006885964912280701,0.004824561403508772,0.7006369426751593,0.0029344679942911256
6512,6513,M21372,M,301.1,310.0,1433,48.1,14,0,No Failure,7218.05,4358.05,4.449999999999989,29.79209979209979,0.03356594556873692,0.009769713886950453,0.2910602910602911,0.001939582020074674
6513,6514,L53693,L,301.1,310.0,1513,38.0,17,0,No Failure,6020.76,3160.76,4.449999999999989,39.81578947368421,0.02511566424322538,0.011235955056179775,0.4473684210526316,0.002823563802576419
6514,6515,L53694,L,301.0,309.9,1507,41.8,19,0,No Failure,6596.57,3736.57,4.449999999999989,36.05263157894737,0.02773722627737226,0.012607830126078301,0.4545454545454546,0.002880284754046421
6515,6516,L53695,L,301.0,310.0,1480,43.5,21,0,No Failure,6741.86,3881.86,4.5,34.02298850574713,0.029391891891891894,0.01418918918918919,0.4827586206896552,0.0031148674104772276
6516,6517,H35930,H,301.1,310.0,1470,40.1,23,0,No Failure,6172.92,3312.92,4.449999999999989,36.65835411471321,0.027278911564625852,0.015646258503401362,0.57356608478803,0.003725951413593567
6517,6518,L53697,L,301.1,310.1,1540,36.6,28,0,No Failure,5902.42,3042.42,4.5,42.076502732240435,0.02376623376623377,0.01818181818181818,0.7650273224043715,0.004743816942881056
6518,6519,H35932,H,301.0,310.0,1212,67.9,30,0,No Failure,8617.89,5757.89,4.5,17.849779086892486,0.05602310231023103,0.024752475247524754,0.4418262150220913,0.003481130531951557
6519,6520,L53699,L,301.1,310.1,1417,46.9,35,0,No Failure,6959.39,4099.39,4.5,30.213219616204693,0.033098094565984476,0.024700070571630206,0.746268656716418,0.0050291764077023985
6520,6521,M21380,M,301.2,310.1,1666,34.9,37,0,No Failure,6088.76,3228.76,4.450000000000017,47.73638968481376,0.020948379351740695,0.02220888355342137,1.0601719197707737,0.0060767709681445806
6521,6522,L53701,L,301.1,310.1,1666,27.2,40,0,No Failure,4745.4,1885.4,4.5,61.25,0.016326530612244896,0.024009603841536616,1.4705882352941178,0.0084292156614827
6522,6523,L53702,L,301.1,310.1,1489,45.8,42,0,No Failure,7141.49,4281.49,4.5,32.51091703056769,0.030758898589657486,0.028206850235057087,0.9170305676855895,0.005881125647448922
6523,6524,M21383,M,301.1,310.2,1850,27.7,44,0,No Failure,5366.36,2506.36,4.549999999999983,66.7870036101083,0.014972972972972972,0.023783783783783784,1.588447653429603,0.008199226291191795
6524,6525,L53704,L,301.1,310.4,1874,24.8,47,0,No Failure,4866.87,2006.87,4.649999999999977,75.56451612903226,0.013233724653148347,0.025080042689434364,1.8951612903225805,0.009657130763714668
6525,6526,L53705,L,301.1,310.4,1312,73.6,49,1,Power Failure,10112.07,7252.07,4.649999999999977,17.826086956521742,0.05609756097560975,0.037347560975609755,0.6657608695652174,0.004845694303935792
6526,6527,L53706,L,301.2,310.4,1515,38.4,51,0,No Failure,6092.18,3232.18,4.599999999999994,39.453125,0.025346534653465345,0.033663366336633666,1.328125,0.008371387582113463
6527,6528,L53707,L,301.2,310.4,1516,44.4,53,0,No Failure,7048.73,4188.73,4.599999999999994,34.14414414414414,0.02928759894459103,0.03496042216358839,1.1936936936936937,0.0075190849982904725
6528,6529,L53708,L,301.2,310.5,1546,40.0,55,0,No Failure,6475.87,3615.87,4.650000000000006,38.65,0.0258732212160414,0.03557567917205692,1.375,0.008493067340758848
6529,6530,L53709,L,301.3,310.6,1481,40.9,57,0,No Failure,6343.18,3483.18,4.650000000000006,36.210268948655255,0.02761647535449021,0.03848750844024308,1.3936430317848412,0.008986029089510308
6530,6531,H35944,H,301.3,310.6,1605,32.5,59,0,No Failure,5462.44,2602.44,4.650000000000006,49.38461538461539,0.020249221183800622,0.0367601246105919,1.8153846153846154,0.010801033970167179
6531,6532,H35945,H,301.2,310.7,1656,26.2,64,0,No Failure,4543.5,1683.5,4.75,63.20610687022901,0.01582125603864734,0.03864734299516908,2.4427480916030535,0.01408605700451194
6532,6533,H35946,H,301.2,310.6,1352,52.0,69,0,No Failure,7362.22,4502.22,4.700000000000017,26.0,0.038461538461538464,0.05103550295857988,1.3269230769230769,0.009372173067362833
6533,6534,L53713,L,301.3,310.7,1504,47.2,74,0,No Failure,7433.93,4573.93,4.699999999999989,31.864406779661014,0.03138297872340426,0.04920212765957447,1.5677966101694913,0.009954357923736166
6534,6535,L53714,L,301.3,310.6,1436,44.2,76,0,No Failure,6646.69,3786.69,4.650000000000006,32.48868778280543,0.030779944289693596,0.052924791086350974,1.7194570135746605,0.011434262768385467
6535,6536,H35949,H,301.2,310.5,1505,43.6,78,0,No Failure,6871.5,4011.5,4.650000000000006,34.51834862385321,0.02897009966777409,0.051827242524916946,1.7889908256880733,0.011351233355162629
6536,6537,L53716,L,301.3,310.5,1406,47.1,83,0,No Failure,6934.81,4074.81,4.599999999999994,29.851380042462843,0.033499288762446656,0.05903271692745377,1.762208067940552,0.011968604763504696
6537,6538,M21397,M,301.3,310.5,1481,39.7,85,0,No Failure,6157.07,3297.07,4.599999999999994,37.304785894206546,0.026806212018906147,0.05739365293720459,2.141057934508816,0.013805267765349427
6538,6539,L53718,L,301.4,310.7,1487,44.6,88,0,No Failure,6945.04,4085.04,4.650000000000006,33.34080717488789,0.029993275050437123,0.05917955615332885,1.9730941704035874,0.01267091334247175
6539,6540,L53719,L,301.4,310.7,1436,54.1,90,0,No Failure,8135.43,5275.43,4.650000000000006,26.54343807763401,0.037674094707520894,0.06267409470752089,1.6635859519408502,0.011062721945859038
6540,6541,M21400,M,301.4,310.7,1368,63.7,92,1,Power Failure,9125.45,6265.45,4.650000000000006,21.475667189952905,0.04656432748538012,0.06725146198830409,1.444270015698587,0.010081694601362124
6541,6542,L53721,L,301.4,310.7,1509,38.3,95,0,No Failure,6052.25,3192.25,4.650000000000006,39.39947780678852,0.02538104705102717,0.06295559973492379,2.480417754569191,0.015696641744805652
6542,6543,L53722,L,301.4,310.8,1543,36.9,97,0,No Failure,5962.4,3102.4,4.700000000000017,41.81571815718157,0.02391445236552171,0.06286454957874271,2.628726287262873,0.01626861666443043
6543,6544,L53723,L,301.4,310.8,1698,29.6,99,0,No Failure,5263.3,2403.3,4.700000000000017,57.36486486486486,0.017432273262661956,0.05830388692579505,3.3445945945945943,0.01880949214371212
6544,6545,M21404,M,301.4,310.7,1470,46.5,101,0,No Failure,7158.12,4298.12,4.650000000000006,31.612903225806452,0.03163265306122449,0.06870748299319727,2.172043010752688,0.014109850072365369
6545,6546,M21405,M,301.4,310.8,1738,30.3,104,0,No Failure,5514.69,2654.69,4.700000000000017,57.35973597359736,0.017433831990794017,0.05983889528193326,3.432343234323432,0.01885872097978309
6546,6547,M21406,M,301.4,310.8,1530,39.9,107,0,No Failure,6392.83,3532.83,4.700000000000017,38.34586466165414,0.02607843137254902,0.06993464052287582,2.681704260651629,0.016737501231848806
6547,6548,L53727,L,301.4,310.8,1740,29.2,110,0,No Failure,5320.6,2460.6,4.700000000000017,59.589041095890416,0.016781609195402298,0.06321839080459771,3.767123287671233,0.020674360034582565
6548,6549,L53728,L,301.4,310.8,1770,24.1,112,0,No Failure,4467.03,1607.03,4.700000000000017,73.44398340248962,0.013615819209039549,0.06327683615819209,4.647302904564315,0.02507258737908633
6549,6550,H35963,H,301.3,310.6,1527,44.0,114,0,No Failure,7035.91,4175.91,4.650000000000006,34.70454545454545,0.028814669286182055,0.07465618860510806,2.590909090909091,0.01620259497350023
6550,6551,L53730,L,301.3,310.7,1516,46.0,119,0,No Failure,7302.74,4442.74,4.699999999999989,32.95652173913044,0.030343007915567283,0.07849604221635884,2.5869565217391304,0.016295253562361525
6551,6552,L53731,L,301.4,310.7,1616,36.5,121,0,No Failure,6176.79,3316.79,4.650000000000006,44.273972602739725,0.022586633663366336,0.07487623762376237,3.315068493150685,0.019589463135382616
6552,6553,L53732,L,301.4,310.7,1786,26.1,123,0,No Failure,4881.47,2021.47,4.650000000000006,68.42911877394636,0.014613661814109743,0.06886898096304592,4.712643678160919,0.025197327854109518
6553,6554,L53733,L,301.4,310.8,1389,52.7,125,0,No Failure,7665.52,4805.52,4.700000000000017,26.35673624288425,0.03794096472282218,0.08999280057595392,2.371916508538899,0.0163067867541928
6554,6555,M21414,M,301.4,310.7,1639,29.8,127,0,No Failure,5114.74,2254.74,4.650000000000006,55.0,0.01818181818181818,0.0774862721171446,4.2617449664429525,0.024830196647336912
6555,6556,H35969,H,301.5,310.7,1394,46.7,130,0,No Failure,6817.24,3957.24,4.599999999999994,29.850107066381156,0.03350071736011478,0.09325681492109039,2.7837259100642395,0.019069300772746742
6556,6557,L53736,L,301.5,310.7,1686,27.9,135,0,No Failure,4925.95,2065.95,4.599999999999994,60.43010752688172,0.016548042704626335,0.0800711743772242,4.838709677419355,0.027405881099077337
6557,6558,M21417,M,301.5,310.6,1638,31.9,137,0,No Failure,5471.84,2611.84,4.550000000000011,51.34796238244515,0.019474969474969475,0.08363858363858363,4.294670846394984,0.02503728179186526
6558,6559,M21418,M,301.5,310.6,1447,41.9,140,0,No Failure,6349.09,3489.09,4.550000000000011,34.5346062052506,0.028956461644782307,0.0967519004837595,3.341288782816229,0.022050404073654647
6559,6560,H35973,H,301.5,310.6,1512,39.0,143,0,No Failure,6175.11,3315.11,4.550000000000011,38.76923076923077,0.025793650793650792,0.09457671957671958,3.6666666666666665,0.02315748221489172
6560,6561,L53740,L,301.6,310.8,1961,21.8,148,0,No Failure,4476.75,1616.75,4.599999999999994,89.95412844036697,0.011116777154513004,0.07547169811320754,6.7889908256880735,0.03305969732506841
6561,6562,L53741,L,301.5,310.7,1596,35.4,150,0,No Failure,5916.5,3056.5,4.599999999999994,45.08474576271187,0.022180451127819547,0.09398496240601503,4.237288135593221,0.02535282684019268
6562,6563,M21422,M,301.5,310.7,1871,21.3,152,0,No Failure,4173.32,1313.32,4.599999999999994,87.84037558685446,0.011384286477819349,0.08123997862105825,7.136150234741784,0.03642184160332781
6563,6564,L53743,L,301.5,310.7,1942,20.5,155,0,No Failure,4169.0,1309.0,4.599999999999994,94.73170731707317,0.010556127703398558,0.07981462409886715,7.560975609756097,0.03717917965939074
6564,6565,L53744,L,301.4,310.6,1557,38.2,157,0,No Failure,6228.46,3368.46,4.600000000000023,40.759162303664915,0.024534360950545925,0.10083493898522801,4.109947643979058,0.025206872966993445
6565,6566,L53745,L,301.4,310.6,1550,36.8,159,0,No Failure,5973.21,3113.21,4.600000000000023,42.119565217391305,0.023741935483870966,0.10258064516129033,4.320652173913044,0.026618853179446227
6566,6567,L53746,L,301.3,310.6,1966,22.6,161,0,No Failure,4652.87,1792.87,4.650000000000006,86.99115044247787,0.011495422177009156,0.08189216683621567,7.123893805309734,0.03460229922606907
6567,6568,M21427,M,301.3,310.6,1499,36.1,163,0,No Failure,5666.79,2806.79,4.650000000000006,41.52354570637119,0.024082721814543028,0.10873915943962642,4.515235457063712,0.028764079840615235
6568,6569,L53748,L,301.3,310.6,1521,36.3,166,0,No Failure,5781.82,2921.82,4.650000000000006,41.900826446280995,0.023865877712031556,0.1091387245233399,4.573002754820937,0.02871068279538277
6569,6570,M21429,M,301.4,310.7,1375,42.0,168,0,No Failure,6047.57,3187.57,4.650000000000006,32.73809523809524,0.030545454545454546,0.12218181818181818,4.0,0.027779752859412955
6570,6571,L53750,L,301.4,310.6,1634,31.1,171,0,No Failure,5321.59,2461.59,4.600000000000023,52.540192926045016,0.019033047735618116,0.10465116279069768,5.498392282958199,0.0321332534073463
6571,6572,M21431,M,301.3,310.6,1378,49.4,173,0,No Failure,7128.61,4268.61,4.650000000000006,27.894736842105264,0.035849056603773584,0.125544267053701,3.502024291497976,0.02426840576213315
6572,6573,L53752,L,301.4,310.7,1428,53.7,176,0,No Failure,8030.29,5170.29,4.650000000000006,26.59217877094972,0.03760504201680673,0.12324929971988796,3.2774674115456235,0.021917016695536525
6573,6574,M21433,M,301.4,310.6,1855,25.3,178,0,No Failure,4914.66,2054.66,4.600000000000023,73.3201581027668,0.013638814016172507,0.09595687331536389,7.0355731225296445,0.03621817175552327
6574,6575,L53754,L,301.4,310.6,1578,33.0,181,0,No Failure,5453.18,2593.18,4.600000000000023,47.81818181818182,0.02091254752851711,0.114702154626109,5.484848484848484,0.03319164230779105
6575,6576,M21435,M,301.4,310.5,1451,45.3,183,0,No Failure,6883.26,4023.26,4.550000000000011,32.030905077262695,0.03121984838042729,0.12611991729841487,4.039735099337749,0.026586239659696132
6576,6577,L53756,L,301.5,310.5,1644,34.9,186,0,No Failure,6008.36,3148.36,4.5,47.10601719197708,0.021228710462287102,0.11313868613138686,5.329512893982808,0.030956866765639877
6577,6578,L53757,L,301.4,310.4,1388,45.3,188,0,No Failure,6584.4,3724.4,4.5,30.640176600441503,0.03263688760806916,0.13544668587896252,4.150110375275938,0.028552335824069013
6578,6579,L53758,L,301.4,310.4,1543,40.9,190,0,No Failure,6608.73,3748.73,4.5,37.72616136919316,0.026506804925469862,0.12313674659753726,4.645476772616137,0.028749850576434505
6579,6580,L53759,L,301.3,310.4,1501,41.6,192,0,No Failure,6538.87,3678.87,4.549999999999983,36.08173076923077,0.02771485676215856,0.1279147235176549,4.615384615384615,0.029362871566493906
6580,6581,L53760,L,301.3,310.4,1507,39.1,194,0,No Failure,6170.48,3310.48,4.549999999999983,38.54219948849105,0.025945587259455873,0.12873258128732581,4.961636828644501,0.031440017632339785
6581,6582,L53761,L,301.4,310.4,1559,36.0,196,0,No Failure,5877.29,3017.29,4.5,43.30555555555556,0.023091725465041693,0.12572161642078256,5.444444444444445,0.03334870322886909
6582,6583,L53762,L,301.5,310.5,1528,35.7,198,0,No Failure,5712.42,2852.42,4.5,42.80112044817927,0.02336387434554974,0.12958115183246074,5.546218487394958,0.03466131691997437
6583,6584,M21443,M,301.5,310.5,1503,38.2,200,0,No Failure,6012.44,3152.44,4.5,39.345549738219894,0.025415834996673322,0.1330671989354624,5.2356020942408374,0.033264365216118585
6584,6585,L53764,L,301.5,310.5,1372,44.0,203,0,No Failure,6321.72,3461.72,4.5,31.181818181818183,0.03206997084548105,0.14795918367346939,4.613636363636363,0.03211151395506286
6585,6586,M21445,M,301.5,310.5,1600,32.8,205,0,No Failure,5495.69,2635.69,4.5,48.78048780487805,0.020499999999999997,0.128125,6.250000000000001,0.03730195844379869
6586,6587,L53766,L,301.5,310.6,1453,44.0,208,0,No Failure,6694.94,3834.94,4.550000000000011,33.02272727272727,0.030282174810736407,0.14315209910529939,4.7272727272727275,0.0310682395958739
6587,6588,M21447,M,301.6,310.7,1813,24.6,210,0,No Failure,4670.48,1810.48,4.549999999999983,73.69918699186991,0.013568670711527855,0.11583011583011583,8.536585365853657,0.04496325859440572
6588,6589,L53768,L,301.6,310.7,1457,40.4,213,0,No Failure,6164.1,3304.1,4.549999999999983,36.06435643564357,0.027728208647906656,0.14619080301990392,5.272277227722772,0.034554922859784884
6589,6590,M21449,M,301.6,310.6,1553,38.9,0,0,No Failure,6326.3,3466.3,4.5,39.922879177377894,0.025048293625241465,0.0,0.0,0.0
6590,6591,L53770,L,301.7,310.7,1763,25.9,3,0,No Failure,4781.68,1921.68,4.5,68.06949806949807,0.014690867838910946,0.0017016449234259785,0.11583011583011583,0.000627394555888307
6591,6592,L53771,L,301.7,310.7,2023,20.9,5,0,No Failure,4427.62,1567.62,4.5,96.79425837320575,0.010331191300049431,0.002471576866040534,0.23923444976076558,0.0011292748700204626
6592,6593,M21452,M,301.6,310.7,1457,47.8,7,0,No Failure,7293.17,4433.17,4.549999999999983,30.481171548117157,0.032807137954701436,0.004804392587508579,0.14644351464435149,0.0009598021162265517
6593,6594,L53773,L,301.6,310.7,1679,29.5,10,0,No Failure,5186.82,2326.82,4.549999999999983,56.91525423728814,0.01756998213222156,0.005955926146515783,0.3389830508474576,0.0019279635692003964
6594,6595,L53774,L,301.6,310.6,2103,19.7,12,0,No Failure,4338.45,1478.45,4.5,106.751269035533,0.00936757013789824,0.005706134094151213,0.6091370558375635,0.002765964803097881
6595,6596,M21455,M,301.5,310.7,1460,38.6,14,0,No Failure,5901.59,3041.59,4.599999999999994,37.82383419689119,0.026438356164383562,0.009589041095890411,0.3626943005181347,0.0023722420568016416
6596,6597,M21456,M,301.5,310.7,1454,39.4,17,0,No Failure,5999.14,3139.14,4.599999999999994,36.90355329949239,0.027097661623108664,0.011691884456671253,0.43147208121827413,0.002833739502662048
6597,6598,L53777,L,301.5,310.6,1481,46.8,20,0,No Failure,7258.21,4398.21,4.550000000000011,31.64529914529915,0.03160027008777853,0.01350438892640108,0.4273504273504274,0.002755500323082413
6598,6599,L53778,L,301.5,310.7,1424,51.1,22,0,No Failure,7620.08,4760.08,4.599999999999994,27.86692759295499,0.03588483146067416,0.01544943820224719,0.43052837573385516,0.0028871087967580395
6599,6600,L53779,L,301.6,310.7,1494,39.5,24,0,No Failure,6179.83,3319.83,4.549999999999983,37.822784810126585,0.02643908969210174,0.01606425702811245,0.6075949367088608,0.003883601976106139
6600,6601,M21460,M,301.5,310.6,1424,47.0,26,0,No Failure,7008.68,4148.68,4.550000000000011,30.29787234042553,0.03300561797752809,0.018258426966292134,0.5531914893617021,0.003709685704012738
6601,6602,M21461,M,301.5,310.7,1347,47.9,29,0,No Failure,6756.65,3896.65,4.599999999999994,28.121085594989562,0.035560504825538235,0.021529324424647365,0.605427974947808,0.004292067814671472
6602,6603,L53782,L,301.5,310.6,1374,46.7,32,0,No Failure,6719.43,3859.43,4.550000000000011,29.421841541755885,0.03398835516739447,0.023289665211062592,0.6852248394004282,0.00476230870773265
6603,6604,M21463,M,301.5,310.6,1403,47.4,34,0,No Failure,6964.09,4104.09,4.550000000000011,29.599156118143462,0.03378474697077691,0.024233784746970778,0.7172995780590717,0.004882188484066116
6604,6605,M21464,M,301.5,310.6,1573,37.4,37,0,No Failure,6160.68,3300.68,4.550000000000011,42.05882352941177,0.023776223776223775,0.023521932612841703,0.9893048128342247,0.006005830525201763
6605,6606,M21465,M,301.6,310.6,1691,30.1,40,0,No Failure,5330.14,2470.14,4.5,56.17940199335548,0.017800118273211117,0.02365464222353637,1.3289036544850499,0.007504493315372579
